"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"ZMTLQEJS","journalArticle","2024","Černý, Michal","University Students' Conceptualisation of AI Literacy: Theory and Empirical Evidence.","Social Sciences (2076-0760)","","2076-0760","10.3390/socsci13030129","","This research endeavours to systematically investigate the multifaceted domain of AI literacy, given the pervasive impact of artificial intelligence on diverse facets of contemporary human existence. The inquiry is motivated by a fundamental question posed to educators: how best to cultivate AI literacies and competencies and how these proficiencies are structured and influenced. Employing a rigorous two-part methodology, the initial phase scrutinises 28 studies from the SCOPUS database, unveiling five distinct discourses germane to AI literacy. Subsequently, the second phase involves the administration of questionnaires to 73 students, whose responses undergo thematic analysis to discern patterns within the four domains delineated by Ng et al. The ensuing discourse underscores a pivotal revelation: despite formal adherence to established discourses, the conceptualisation of AI literacy necessitates a departure from conventional perspectives. Ethical principles, elucidated by students, emerge not merely as individual components but as integral facets of a broader societal literacy profile, thereby advocating a paradigm shift towards social reflection. This novel insight prompts a critical re-evaluation of AI literacy's prevailing assumptions and conceptual frameworks, urging a transition towards models grounded in ecological or network dynamic interactionist principles.","2024-03-01","2024-06-10 06:57:40","2024-06-10 06:57:40","","129","","3","13","","Social Sciences (2076-0760)","University Students' Conceptualisation of AI Literacy","","","","","","","eng","","","","","EBSCOhost","","Publisher: MDPI","","/Users/ayaan/Zotero/storage/8KUTTLY4/Černý - 2024 - University Students' Conceptualisation of AI Liter.pdf","","","ARTIFICIAL intelligence; COLLEGE students; DATABASES; INTERORGANIZATIONAL networks; LITERACY; THEMATIC analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JWK7SAJ2","book","2023","Keengwe, Jared","Creative AI Tools and Ethical Implications in Teaching and Learning","","9798369302057","","","","As generative Artificial Intelligence (AI) tools become increasingly prevalent, it is crucial for educators to develop a nuanced understanding of the ethical implications associated with their use. Educators today face the critical task of navigating the pedagogical applications of AI and maximizing its potential to foster student learning. Creative AI Tools and Ethical Implications in Teaching and Learning is an insightful exploration of the ethical considerations surrounding the integration of AI in education. Educators may fear how it will rapidly transforming the educational landscape, but this book serves to support them and delves into the opportunities and challenges that arise when leveraging AI to enhance teaching and learning experiences. This book sheds light on the various dimensions of AI in education, including face-to-face, blended, and online learning environments. It also offers practical guidance on designing AI-based classroom activities and harnessing open AI technologies to create engaging learning experiences. This book also delves into the pressing issues of bias, misinformation, and access, urging educators to critically evaluate and address these concerns. It also provides ethical guidelines for the responsible integration of AI in education, ensuring that students'rights and well-being are safeguarded. Creative AI Tools and Ethical Implications in Teaching and Learning goes beyond theory to offer practical strategies for integrating AI creatively into the classroom. From learning analytics and educational data mining to AI game activities and generative AI tools like ChatGPT, this book equips educators with the knowledge and resources to adapt AI technologies to support teaching and learning effectively. Moreover, the book explores the vital connection between AI and student assessment, highlighting how AI can enhance the evaluation process while maintaining fairness and objectivity. It concludes with an insightful glimpse into the future of AI in education, envisioning the transformative possibilities that lie ahead. This comprehensive guide provides educators, researchers, and policymakers with the tools they need to navigate the complexities of AI in education.","2023-01-01","2024-06-10 06:57:40","2024-06-10 06:57:40","","","","","","","","","Advances in Educational Technologies and Instructional Design (AETID) Book Series","","","","Information Science Reference","Hershey, PA","English","","","","","EBSCOhost","","","","","","","Artificial intelligence--Educational applications; Artificial intelligence--Moral and ethical aspects; Blended learning; COMPUTERS / Artificial Intelligence / General; Critical pedagogy; EDUCATION / Computers & Technology; EDUCATION / Teaching / General","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AYQKNF7A","journalArticle","2024","Alamäki, Ari; Nyberg, Crister; Kimberley, Anna; Salonen, Arto O.","Artificial intelligence literacy in sustainable development: A learning experiment in higher education.","Frontiers in Education","","","10.3389/feduc.2024.1343406","","Introduction: The purpose of this empirical research was to map the capabilities and perceptions of undergraduate business administration students about artificial intelligence (AI) and its potential to answer questions related to sustainable transition in society, and to obtain information about the suitable pedagogical solution to increase the knowledge and understanding related to these themes. Methods: The data was gathered among higher education (HE) students in a workshop that consisted of introductory lecture, answering surveys, questionnaire, group discussions, and reflective narratives on the relationship and possibilities of AI and sustainable development. In data analysis an abductive qualitative research methodology was adopted. Results: Through abduction new insights were obtained and new knowledge was created new knowledge regarding AI literacy in the context of sustainable development. This brought new knowledge in the context of HE studies. The taxonomy of AI literacy in sustainable development created a new reference framework for learning tasks, and course planning in HE. The findings showed that the students had difficulties solving the actual problem because they lacked knowledge and understanding of the basics of AI and sustainable development. However, in groups where one person had a deeper understanding of the concepts, the whole group began to understand the task and work on both meta-level ethical questions and practical examples. Discussion: The assistance of AI potentially creates opportunities for developing solutions supporting sustainable development. However, utilizing this potential requires AI literacy. In this task HE plays a significant role. This study contributes to the pedagogical approach where AI and sustainable development are integrated in HE curricula.","2024-03-20","2024-06-10 06:57:40","2024-06-10 06:57:40","","1-10","","","","","Frontiers in Education","Artificial intelligence literacy in sustainable development","","","","","","","eng","","","","","EBSCOhost","","Publisher: Frontiers Media S.A.","","/Users/ayaan/Zotero/storage/PUBF5IAD/Alamäki et al. - 2024 - Artificial intelligence literacy in sustainable de.pdf","","","Administration of General Economic Programs; ARTIFICIAL intelligence; HEALTH literacy; HIGHER education; INSIGHT; LITERACY; QUALITATIVE research; SUSTAINABLE development","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SSC6AL78","journalArticle","2024","Wei, Haoran; Tao, Fei; Huang, Zhenghua; Long, Yanhua","Bioinspired Artificial Intelligence Applications 2023.","Biomimetics (2313-7673)","","2313-7673","10.3390/biomimetics9020080","","This document discusses the rapid development of Artificial Intelligence (AI) and its bioinspired applications. It highlights the benefits of bioinspired AI, such as increased accuracy in image and speech processing, reduced cost and energy usage through edge devices, and enhanced bio-signal quality. However, it also acknowledges the challenges posed by improper AI utilization, such as the generation of fake news and security issues. The document calls for research papers on bioinspired AI applications to explore its potential and address these challenges. It includes examples of research papers that utilize deep reinforcement learning for robot task sequencing, propose a real-time multi-surveillance pedestrian target detection model, develop an intelligent breast mass classification approach, and introduce a bio-inspired object detection algorithm for remote sensing images. The document concludes by emphasizing the importance of biomimetic artificial intelligence in various fields and promoting further research in this area.","2024-02-01","2024-06-10 06:57:40","2024-06-10 06:57:40","","80","","2","9","","Biomimetics (2313-7673)","","","","","","","","eng","","","","","EBSCOhost","","Publisher: MDPI","","/Users/ayaan/Zotero/storage/PDDETSJZ/Wei et al. - 2024 - Bioinspired Artificial Intelligence Applications 2.pdf","","","ARTIFICIAL intelligence; DEEP learning; DEEP reinforcement learning; MACHINE learning; NATURAL language processing; REINFORCEMENT learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZYX6M93H","journalArticle","2024","Rai, Amrita; Kundu, Krishanu","Agro-industrial waste management employing benefits of artificial intelligence","Environmental Science and Pollution Research","","16147499","10.1007/s11356-024-33526-0","","By 2050, the world’s population is predicted to reach over 9 billion, which requires 70% increased production in agriculture and food industries to meet demand. This presents a significant challenge for the agri-food sector in all aspects. Agro-industrial wastes are rich in bioactive substances and other medicinal properties. They can be used as a different source for manufacturing products like biogas, biofuels, mushrooms, and tempeh, the primary ingredients in various studies and businesses. Increased importance is placed on resource recovery, recycling, and reusing (RRR) any waste using advanced technology like IoT and artificial intelligence. AI algorithms offer alternate, creative methods for managing agro-industrial waste management (AIWM). There are contradictions and a need to understand how AI technologies work regarding their application to AIWM. This research studies the application of AI-based technology for the various areas of AIWM. The current work aims to discover AI-based models for forecasting the generation and recycling of AIWM waste. Research shows that agro-industrial waste generation has increased worldwide. Infrastructure needs to be upgraded and improved by adapting AI technology to maintain a balance between socioeconomic structures. The study focused on AI’s social and economic impacts and the benefits, challenges, and future work in AIWM. The present research will increase recycling and reproduction with a balance of cost, efficiency, and human resources consumption in agro-industrial waste management.<br />","2024-05-01","2024-06-10 06:57:40","2024-06-10 06:57:40","","33148-33154","","22","31","","Environmental Science and Pollution Research","","","","","","","","English","","","","","EBSCOhost","","Place: Berlin/Heidelberg Publisher: Springer Berlin Heidelberg","","","","","AI models; Farm management; Farm-Assist; Fish products and markets; Node-RED editor; Real-time simulator; Waste recycling; Waste reuse","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"48TGHKUD","journalArticle","2024","Yadav, Seema; Singh, Abhishek; Singhal, Rishika; Yadav, Jagat Pal","Revolutionizing drug discovery: The impact of artificial intelligence on advancements in pharmacology and the pharmaceutical industry.","Intelligent Pharmacy","","2949-866X","10.1016/j.ipha.2024.02.009","","To create novel treatments and treat complex diseases, the pharmaceutical sector is essential. Drug discovery, however, is a time-consuming, pricey, and dangerous endeavor. Artificial intelligence (AI) has become a potent instrument that has transformed several industries, including healthcare, in recent years. This summary gives a general overview of how AI is expediting the creation of novel medicines, revolutionizing the pharmaceutical sector, and enabling drug discovery. The pharmaceutical sector is experiencing a drug discovery revolution because of AI. The drug discovery process is changing at different phases because of AI approaches like machine learning and deep learning. This abstract demonstrates how AI facilitates drug development through target identification, lead compound optimization, drug design, drug repurposing, and clinical trial enhancement. AI integration has the potential to hasten the creation of novel treatments, save costs, and improve patient outcomes. To fully realize the potential of AI in pharmaceutical research and development, issues relating to data accessibility, algorithm interpretability, and laws must be resolved.","2024-06-01","2024-06-10 06:57:40","2024-06-10 06:57:40","","367-380","","3","2","","Intelligent Pharmacy","Revolutionizing drug discovery","","","","","","","eng","","","","","EBSCOhost","","Publisher: KeAi Communications Co.","","","","","ARTIFICIAL intelligence; CLINICAL trials; DIAGNOSIS; DRUG discovery; Drugs and Druggists' Sundries Merchant Wholesalers; Pharmaceutical and medicine manufacturing; PHARMACEUTICAL industry; Pharmaceutical Preparation Manufacturing; Pharmaceuticals and pharmacy supplies merchant wholesalers; PHARMACOLOGY; Research and Development in the Physical, Engineering, and Life Sciences (except Biotechnology)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M6LU6W4J","journalArticle","2024","Lee, Joohi; Jo, Junoh; Lee, Joo Ok; Kim, So Hyang","Incorporating Humanoid Artificial Intelligence (AI) Robots into Early Childhood Education","Early Childhood Education Journal","","10823301","10.1007/s10643-024-01690-0","","In recent times, the field of education has experienced significant technological advancements, especially in area of Artificial Intelligence (AI). A particularly groundbreaking development is the emergence of humanoid AI robots, which holds immense promise for enhancing children’s learning experiences during early childhood. Unlike other forms of AI, humanoid AI robots bear a closer resemblance to humans, making them more approachable and engaging for young children. This paper explores a practical framework for incorporating humanoid AI robots into early childhood education. This framework includes several key components: first, introducing AI concepts in a child-friendly manner; second, fostering a relationship between children and AI; third, designing developmentally appropriate activities facilitated by AI; and finally, addressing the challenges associated with integrating AI into early childhood classrooms. The aim is to utilize the potential of AI in a way that enriches the educational environment for young learners.<br />","2024-05-30","2024-06-10 06:57:40","2024-06-10 06:57:40","","1-9","","","","","Early Childhood Education Journal","","","","","","","","English","","","","","EBSCOhost","","Place: Dordrecht Publisher: Springer Netherlands","","","","","AI; AI in early childhood; AI integration; Artificial intelligence; Classroom activities with AI; Humanoid AI; Use of AI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UY7QTCIQ","journalArticle","2024","Su, Jiahong","Development and validation of an artificial intelligence literacy assessment for kindergarten children","Education and Information Technologies: The Official Journal of the IFIP Technical Committee on Education","","13602357","10.1007/s10639-024-12611-4","","With Artificial intelligence (AI) literacy gaining more and more attention at the kindergarten level, it is becoming critical to assess the AI literacy levels of kindergarten children and develop appropriate courses to enhance their foundational AI knowledge and skills. This study proposes and validates a comprehensive AI literacy assessment tool (AI4KGA) for kindergarten children. The research involved 215 children and 19 experts. The validity and reliability of the AI4KG assessment were evaluated by experts, with Cronbach’s <i>α</i> and Item Response Theory approach. The results demonstrated that the AI literacy assessment (AI4KGA) was valid and reliable. We also found that younger children scored lower on the AI literacy assessment than older children and girls demonstrated a slightly higher AI literacy score than boys after they completed the AI4KG curriculum. The AI4KGA has potential applications for various stakeholders, such as policymakers, educators, instructional designers, researchers, and educational institutions. The findings suggest that the AI4KGA can evaluate children’s learning outcomes in terms of AI literacy. Overall, this research contributes to developing AI literacy assessment in kindergarten children and advancing AI literacy education.<br />","2024-05-04","2024-06-10 06:57:40","2024-06-10 06:57:40","","1-21","","","","","Education and Information Technologies: The Official Journal of the IFIP Technical Committee on Education","","","","","","","","English","","","","","EBSCOhost","","Place: New York Publisher: Springer US","","","","","AI literacy; AI literacy assessment; AI literacy education; AI4KGA; Early childhood education; Kindergarten children; Validation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R6U9W7U7","book","2024","Scribano, Adrian; Korstanje, Maximiliano E.","AI and Emotions in Digital Society","","9798369308028","","","","The implementation of artificial intelligence (AI) and digital technologies have become pervasive in most societies, and a new concern challenges academic scholars and social scientists; what are the conceivable, profound consequences of AI adoption within the intricate structures of society? Despite its widespread influence, this critical topic remains largely unexplored in academic circles, leaving a significant knowledge gap regarding how AI reshapes human interactions, institutions, and the fabric of a digital society. AI and Emotions in Digital Society, edited by Adrian Scribano and Maximiliano E Korstanje, emerges to address this concern. In this transformative book, readers embark on an intellectual journey exploring the intricate interplay between society, technology, and emotions. Drawing together the works of researchers in diverse disciplines and cultural backgrounds, the book fosters critical discussions that delve into the philosophical quandaries underpinning AI's influence. By adopting a balanced perspective that acknowledges both risks and opportunities, the book equips postgraduate students, professionals, policymakers, AI analysts, and social scientists with the tools to comprehend the far-reaching effects of AI on human behavior, institutions, and even democratic processes. As readers engage with this thought-provoking content, they gain understanding of how AI impacts various sectors, including education, travel, literature, politics, and cyber-security. AI and Emotions in Digital Society serves as an indispensable resource for navigating the ongoing AI revolution, inspiring informed decision-making, and fostering critical dialogue. By empowering readers to grasp the complexities of AI's role, the book opens possibilities for a future where humanity and technology harmoniously coexist, shaping the course of our digitally interconnected society.","2024-01-01","2024-06-10 06:57:40","2024-06-10 06:57:40","","","","","","","","","Advances in Human and Social Aspects of Technology (AHSAT) Book Series","","","","Information Science Reference","Hershey, PA","English","","","","","EBSCOhost","","","","","","","Artificial intelligence--Social aspects; COMPUTERS / Human-Computer Interaction (HCI); Computers and civilization; Human-computer interaction; PSYCHOLOGY / Emotions; SOCIAL SCIENCE / Technology Studies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A79YJYTX","journalArticle","2024","Saimon, Musa; Mtenzi, Fredrick; Lavicza, Zsolt; Fenyvesi, Kristóf; Arnold, Maik; Diego-Mantecón, José Manuel","Applying the 6E learning by design model to support student teachers to integrate artificial intelligence applications in their classroom","Education and Information Technologies: The Official Journal of the IFIP Technical Committee on Education","","13602357","10.1007/s10639-024-12795-9","","The 6E Learning by Design (LbD) model can enhance student teachers’ development of competence for integrating technologies in the classrooms including Artificial Intelligence (AI). However, teacher educators rarely use the 6E LbD model in supporting and encouraging student teachers to integrate AI applications in their classrooms effectively. To attract teacher educators to use the 6E LbD model, in the present study, we modeled learning activities for each phase. We also examined the impact of the 6E LbD model in supporting student teachers to integrate AI in the classroom. We adopted a Participatory Action Research approach implemented in two cycles. We collected data from 35 student teachers who were selected purposively. We collected data through observation, reflective journals and document analysis. We observed student teachers during the classroom activities and analysed their lesson plans and reflective journals, and interpreted data based on a thematic analysis. Findings show that there are various activities facilitating learning in different phases of the 6E LbD model. Also, findings show that the 6E LbD enables student teachers to develop skills and competence for integrating AI in their classrooms. The findings show that an evidence-based approach will motivate teacher educators to use the 6E LbD model.<br />","2024-06-04","2024-06-10 06:57:40","2024-06-10 06:57:40","","1-18","","","","","Education and Information Technologies: The Official Journal of the IFIP Technical Committee on Education","","","","","","","","English","","","","","EBSCOhost","","Place: New York Publisher: Springer US","","/Users/ayaan/Zotero/storage/57CQAC85/Saimon et al. - 2024 - Applying the 6E learning by design model to suppor.pdf","","","6E learning by desing model; Artificial intelligence; Student teachers; Teacher educators","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4UKEHDIN","journalArticle","2024","Su, Jiahong","Kindergarten Teachers’ Perceptions of AI Literacy Education for Young Children","International Journal of Technology and Design Education","","09577572","10.1007/s10798-024-09876-8","","Educators and researchers have increasingly recognized the importance of AI literacy. Despite the growing body of AI literacy literature, the challenges and enablers for introducing AI literacy for kindergarten children is still underexplored and undertheorized in early childhood education. It is critical to understand the challenges and enablers associated with promoting AI literacy and perceptions in kindergartens needs to be further researched and evaluated. This study aims to identify teachers’ views on the importance of AI literacy in kindergartens and the challenges and enablers of promoting AI literacy in kindergartens. Data was collected from 15 teachers through individual interviews. It was found that the four main challenges of promoting AI literacy in kindergarten classrooms, including lack of school support, lack of children’s comprehensive ability, insufficient teacher knowledge of AI, and lack of curriculum guidelines. The three main enablers of promoting AI literacy in kindergarten classrooms are government support, school support, and social needs. We also found that more than half of teachers in this study considered AI literacy education is crucial for kindergarten children. This study develops an AI literacy policy framework for young children that includes three dimensions—governance, pedagogical, and operational and management. Based on the findings, suggestions for educators, curriculum developers, policymakers, and researchers are discussed.<br />","2024-03-15","2024-06-10 06:57:40","2024-06-10 06:57:40","","1-21","","","","","International Journal of Technology and Design Education","","","","","","","","English","","","","","EBSCOhost","","Place: Dordrecht Publisher: Springer Netherlands","","","","","AI literacy; AI literacy policy framework; Challenges; Early childhood education; Enablers; Kindergarten classrooms; Teachers’ perceptions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IUGZMNU9","journalArticle","2023","Crescenzi-Lanna, Lucrezia","Literature review of the reciprocal value of artificial and human intelligence in early childhood education.","Journal of Research on Technology in Education","","1539-1523","10.1080/15391523.2022.2128480","","This paper presents a systematic literature review of artificial intelligence (AI)-supported teaching and learning in early childhood. The focus is on human–machine cooperation in education. International evidence and associated problems with the reciprocal contributions of humans and machines are presented and discussed, as well as future horizons regarding AI research in early education. Also, the ethical implications of applying machine learning, deep learning and learning analytics in early childhood education are considered. The method adopted has five steps: identification of the research, evaluation and selection of the literature, data extraction, synthesis, and results. The results shown that AI applications still present limitations in terms of the challenges encountered in early childhood education and data privacy and protection policies.","2023-02-01","2024-06-10 06:57:40","2024-06-10 06:57:40","","21-33","","1","55","","Journal of Research on Technology in Education","","","","","","","","eng","","","","","EBSCOhost","","Publisher: Taylor & Francis Ltd","","","","","ARTIFICIAL intelligence; DATA extraction; DEEP learning; EARLY childhood education; MACHINE learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZF27CHXH","journalArticle","2024","Yi, Honghu; Liu, Ting; Lan, Gongjin","The key artificial intelligence technologies in early childhood education: a review","Artificial Intelligence Review: An International Science and Engineering Journal","","02692821","10.1007/s10462-023-10637-7","","Artificial Intelligence (AI) technologies have been applied in various domains, including early childhood education (ECE). Integration of AI educational technology is a recent significant trend in ECE. Currently, there are more and more studies of AI in ECE. To date, there is a lack of survey articles that discuss the studies of AI in ECE. In this paper, we provide an up-to-date and in-depth overview of the key AI technologies in ECE that provides a historical perspective, summarizes the representative works, outlines open questions, discuss the trends and challenges through a detailed bibliometric analysis, and provides insightful recommendations for future research. We mainly discuss the studies that apply AI-based robots and AI technologies to ECE, including improving the social interaction of children with an autism spectrum disorder. This paper significantly contributes to provide an up-to-date and in-depth survey that is suitable as introductory material for beginners to AI in ECE, as well as supplementary material for advanced users.<br />","2024-01-01","2024-06-10 06:57:40","2024-06-10 06:57:40","","","","1","57","","Artificial Intelligence Review: An International Science and Engineering Journal","The key artificial intelligence technologies in early childhood education","","","","","","","English","","","","","EBSCOhost","","Place: Dordrecht Publisher: Springer Netherlands","","/Users/ayaan/Zotero/storage/GJHMQR5P/Yi et al. - 2024 - The key artificial intelligence technologies in ea.pdf","","","Artificial Intelligence; Early childhood education; Educational technology; Improving classroom teaching; Teaching/learning strategies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DW9QRVR7","journalArticle","2024","KÜÇÜKKARA, Muhammed Fatih; ÜNAL, Muhammed; SEZER, Türker","Okul Öncesi Eğitimi Öğretmenlerinin Yapay Zekâya İlişkin Görüşleri.","Journal of Research in Elementary Education / Temel Eğitim Araştırmaları Dergisi (TEAD)","","2791-6391","10.55008/te-ad.1431142","","Purpose: This study makes an important contribution in order to analyze in detail preschool teachers’ comprehensive views on artificial intelligence technologies and their attitudes towards the integration of such innovative technological tools into educational practices. Method and Materials: In this study, by adopting the case study method, preschool teachers’ views on artificial intelligence were collected through focus group interviews and evaluated by content analysis. Six teachers were included in the study using a convenience sampling method. Results: This study reveals that although teachers show interest in artificial intelligence (AI), they do not have sufficient knowledge and awareness in this field and this situation triggers concerns about AI. While teachers’ attitudes towards AI were shaped negatively due to the potential for misuse, lack of knowledge and reliability concerns, positive aspects such as time saving, personal development and individualized education plans were also evident. However, it was observed that teachers do not use AI applications effectively in their daily practice.","2024-05-01","2024-06-10 06:57:40","2024-06-10 06:57:40","","17-28","","1","4","","Journal of Research in Elementary Education / Temel Eğitim Araştırmaları Dergisi (TEAD)","","","","","","","","tur","","","","","EBSCOhost","","Publisher: Marmara University","","/Users/ayaan/Zotero/storage/ELP83FR4/KÜÇÜKKARA et al. - 2024 - Okul Öncesi Eğitimi Öğretmenlerinin Yapay Zekâya İ.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C9JDRTDW","journalArticle","2023","Jatileni, Cloneria Nyambali; Sanusi, Ismaila Temitayo; Olaleye, Sunday Adewale; Ayanwale, Musa Adekunle; Agbo, Friday Joseph; Oyelere, Peter B.","Artificial intelligence in compulsory level of education: perspectives from Namibian in-service teachers","Education and Information Technologies: The Official Journal of the IFIP Technical Committee on Education","","13602357","10.1007/s10639-023-12341-z","","With the push to integrate Artificial Intelligence (AI) from kindergarten to twelfth-grade levels comes a need for equipped teachers. However, there needs to be more initiative in professional learning opportunities, which demands the required effort to ensure teachers learn the AI content they will be teaching. To design an effective professional development program, understanding teachers' existing knowledge, interest and disposition towards AI is crucial to devise strategies that could best support the teachers. As a result, this study aims to investigate in-service teachers' perspectives of teaching AI in schools from the perspective of planned behavior theory. Using a 7-factor scale of AI Anxiety, AI Readiness, AI Relevance, Attitude towards using AI, AI for Social Good, Confidence in AI and Behavioral Intention. This study sampled 159 in-service teachers in Namibia. The teachers' responses were analyzed with SmartPLS using Structural Equation Modelling and various Multigroup Analysis techniques. This study found that teachers' behavioral intention to teach AI depends on a combination of factors, including the relevance of AI, attitude towards using AI, the use of AI for social good and confidence. Meanwhile, AI Anxiety and readiness could not be linked to the intention to teach AI. We discussed our findings, highlighted the study implication, and suggested future directions.<br />","2023-12-07","2024-06-10 06:57:40","2024-06-10 06:57:40","","1-28","","","","","Education and Information Technologies: The Official Journal of the IFIP Technical Committee on Education","Artificial intelligence in compulsory level of education","","","","","","","English","","","","","EBSCOhost","","Place: New York Publisher: Springer US","","/Users/ayaan/Zotero/storage/77HM84M7/Jatileni et al. - 2023 - Artificial intelligence in compulsory level of edu.pdf","","","Artificial intelligence education; Basic education; In-service Namibian teachers; Social good","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UELJZWLQ","book","2023","Chinen, Mark","The International Governance of Artificial Intelligence","","978-1-80037-921-3","","","","This timely book investigates emerging efforts to govern artificial intelligence (AI) at an international level. It emphasizes the complex interactions involved when creating international norms related to potential and current developments in AI regulation.Organized into four parts, The International Governance of Artificial Intelligence demonstrates how formal and informal standards for AI are emerging from stakeholder interactions. With the objective of describing a nascent transnational law on AI use, chapters survey the various global realities that affect AI governance, concluding that AI law should ultimately be evaluated against the measure of international human rights.Students of law and governance will benefit from this book, particularly when studying emerging technologies, international economic law and general international law. Those researching policy creation and regulation will additionally find it to be an enlightening read.","2023-01-01","2024-06-10 06:57:40","2024-06-10 06:57:40","","","","","","","","","","","","","Edward Elgar Publishing","Cheltenham, UK","English","","","","","EBSCOhost","","","","","","","Artificial intelligence--Law and legislation; COMPUTERS / Artificial Intelligence / General; LAW / International; LAW / Privacy; LAW / Science & Technology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V7DNCJNK","book","2024","Nguyen, Tien V. T.; Vo, Nhut T. M.","Using Traditional Design Methods to Enhance AI-Driven Decision Making","","9798369306390","","","","In the rapidly evolving landscape of industrial activities, artificial intelligence (AI) has emerged as a powerful force driving transformative change. Among its many applications, AI has proven to be instrumental in reducing processing costs associated with optimization challenges. The intersection of AI with optimization and multi-criteria decision making (MCDM) techniques has led to practical solutions in diverse fields such as manufacturing, transportation, finance, economics, and artificial intelligence. Using Traditional Design Methods to Enhance AI-Driven Decision Making delves into a wide array of topics related to optimization, decision-making, and their applications. Drawing on foundational contributions, system developments, and innovative techniques, the book explores the synergy between traditional design methods and AI-driven decision-making approaches. Offering valuable insights into leadership pathways within higher education contexts, the book presents a diverse collection of perspectives and experiences to inform readers about the complexities surrounding AI-driven decision-making. The book is ideal for higher education faculty and administrators, students of higher education, librarians, researchers, graduate students, and academicians. Contributors are invited to explore a wide range of topics, including the role of AI-driven decision-making in leadership, trends in AI-driven decision-making in Industry 5.0, applications in various industries such as manufacturing, transportation, healthcare, and banking services, as well as AI-driven optimization in mechanical engineering and materials.","2024-01-01","2024-06-10 06:57:40","2024-06-10 06:57:40","","","","","","","","","Advances in Media, Entertainment, and the Arts (AMEA) Book Series","","","","Information Science Reference","Hershey, PA","English","","","","","EBSCOhost","","","","","","","Artificial intelligence--Educational applications; COMPUTERS / Artificial Intelligence / General; COMPUTERS / Data Science / Machine Learning; COMPUTERS / Design, Graphics & Media / CAD-CAM; Education, Higher--Decision making; Educational leadership","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DCFQJCBS","newspaperArticle","2024","","Vrije Universiteit Amsterdam Details Findings in Artificial Intelligence (The Key Artificial Intelligence Technologies In Early Childhood Education: a Review)","Pediatrics Week","","19442637","","","2024 FEB 17 (NewsRx) -- By a News Reporter-Staff News Editor at Pediatrics Week -- A new study on Artificial Intelligence is now available. According to news reporting from Amsterdam, [...]","2024-02-17","2024-06-10 06:57:40","2024-06-10 06:57:40","","690","","","","","","Vrije Universiteit Amsterdam Details Findings in Artificial Intelligence (The Key Artificial Intelligence Technologies In Early Childhood Education","","","","","","","English","","","","","EBSCOhost","","Publisher: NewsRX LLC","","","","","Artificial intelligence; Artificial intelligence -- Reports -- Research; Early childhood education -- Reports -- Research; Netherlands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
